STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-04-25,0.00,61,68,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-04-26,0.00,60,65,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-04-27,0.00,60,65,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-04-28,0.01,61,66,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-04-29,0.00,61,67,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-04-30,0.04,60,66,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-01,0.00,60,67,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-02,0.00,61,67,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-03,0.00,62,68,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-04,0.00,63,68,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-05,0.00,62,67,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-06,0.00,61,67,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-07,0.00,61,66,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-08,0.00,62,65,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-09,0.00,61,64,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-10,0.00,63,71,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-11,0.00,64,72,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-12,0.00,65,73,57
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-13,0.00,64,68,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-14,0.00,64,68,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-15,0.00,62,67,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-16,0.29,62,68,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-17,0.00,62,68,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-18,0.00,62,70,54
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-19,0.27,58,64,52
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-20,0.00,60,67,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-21,0.00,60,66,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-22,0.09,61,67,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-23,0.00,60,65,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-24,0.00,61,68,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-25,0.00,61,67,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-26,0.08,60,62,55
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-27,0.00,58,66,50
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-28,0.00,60,67,53
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-29,0.00,63,69,56
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-30,0.00,62,68,58
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-05-31,0.00,61,67,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-01,0.00,62,66,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-02,0.00,62,67,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-03,0.00,63,69,59
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-04,0.00,62,69,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-05,0.00,64,70,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-06,0.00,63,69,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-07,0.00,64,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-08,0.00,65,72,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-09,0.00,66,72,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-10,0.00,67,80,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-11,0.00,68,76,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-12,0.00,68,72,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-13,0.00,63,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-14,0.00,64,70,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-15,0.00,65,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-16,0.00,65,70,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-17,0.00,64,70,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-18,0.00,65,71,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-19,0.00,67,72,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-20,0.00,66,70,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-21,0.00,65,70,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-22,0.00,66,72,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-23,0.00,66,71,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-24,0.00,63,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-25,0.00,64,68,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-26,0.00,64,70,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-27,0.00,65,72,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-28,0.00,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-29,0.00,68,78,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-06-30,0.00,69,78,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-01,0.00,69,75,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-02,0.00,69,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-03,0.00,69,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-04,0.00,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-05,0.00,67,74,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-06,0.00,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-07,0.00,66,72,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-08,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-09,0.00,68,75,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-10,0.00,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-11,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-12,0.00,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-13,0.00,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-14,0.00,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-15,0.00,66,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-16,0.00,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-17,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-18,0.00,69,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-19,0.00,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-20,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-21,0.00,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-22,0.00,67,75,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-23,0.05,70,80,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-24,0.00,73,83,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-25,0.00,75,87,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-26,0.00,74,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-27,0.00,71,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-28,0.00,69,73,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-29,0.00,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-30,0.00,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-07-31,0.00,68,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-01,0.00,67,72,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-02,0.00,68,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-03,0.00,69,74,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-04,0.00,68,74,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-05,0.00,66,71,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-06,0.00,67,73,63
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-07,0.00,67,73,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-08,0.00,64,69,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-09,0.00,65,72,60
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-10,0.00,66,73,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-11,0.00,67,74,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-12,0.00,66,73,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-13,0.00,66,71,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-14,0.00,65,74,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-15,0.00,67,75,62
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-16,0.00,68,75,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-17,0.00,69,76,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-18,0.00,70,76,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-19,0.00,70,77,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-20,0.00,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-21,0.00,73,80,61
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-22,0.00,73,80,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-23,0.00,72,83,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-24,0.00,73,80,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-25,0.00,73,80,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-26,0.00,74,85,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-27,0.00,74,80,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-28,0.00,74,80,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-29,0.00,73,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-30,0.00,76,82,70
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-08-31,0.00,74,80,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-01,0.00,73,78,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-02,0.00,75,93,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-03,0.00,75,84,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-04,0.00,77,86,72
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-05,0.00,77,87,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-06,0.00,77,84,71
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-07,0.00,76,83,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-08,0.00,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-09,0.00,72,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-10,0.00,72,78,69
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-11,0.00,71,78,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-12,0.00,72,79,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-13,0.00,73,81,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-14,0.00,76,85,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-15,0.00,73,81,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-16,0.00,71,78,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-17,0.00,72,79,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-18,0.00,72,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-19,0.00,71,78,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-20,0.00,70,77,64
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-21,0.00,72,81,65
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-22,0.00,74,89,68
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-23,0.00,72,79,67
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-24,0.00,70,77,66
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",2019-09-25,0.00,73,85,66
